Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,0.768701472
Wikipedia,205419,"Hi Eugene, long ago you made a dump of missing articles at <url>.  Are you able to produce a new dump like this, as it needs a refresh, otherwise can you point me to how it is done?",17,19,17,18,16,AE3D6SE2D8UPQ,A6YO9886DY2SC,A3L8MJ1C4OEDGV,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,0.659186867,17.4,Polite,0.495768457
Wikipedia,627085,Do you understand now what was wrong with your edits? What do you intend to do if unblocked?,9,9,13,7,10,A1VE0KG5BAO7EU,A3454T4PU9GJM0,A2ULMYRKQMNNFG,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-0.99948231,9.6,Rude,0.495846688
Wikipedia,82322,You support Scotland leaving the United Kingdom despite the fact most Scots do not? I am curious as to why?,9,7,13,13,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AD317NO9623GZ,A3S5L3I8O3Q2G,-0.66338352,11,Rude,0.495998698
Wikipedia,623444,Looks like he earned a block.  He break the 3RR rule?,8,13,13,9,13,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,-0.694251121,11.2,Rude,0.497543809
Wikipedia,598159,Doing too many things at once?  Not listening ?,9,9,9,9,1,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,ARYGQ46IMW8AU,AC25X12LNYY6Y,A2BKPNKU3EG41Z,-1.126683072,7.4,Rude,0.498067736
Wikipedia,624790,"One final thing: ""If anything, many vegetarians are characterized by their disapproval of non-violence (towards animals).""  You do realise that you are saying, here, that many vegetarians approve of violence towards animals?  Is that really what you meant?",9,13,9,8,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.039094367,9.6,Rude,0.498212095
Wikipedia,389524,I assume you like to play '''U.S.''' billiards bottom right corner?,13,9,10,13,6,AYG3MF094634L,A302M81U0HM7RJ,A3TFQK7QK8X6LM,A34BMGP23XTAMN,A1HHQL4N00WU03,-0.711426689,10.2,Rude,0.498262567
Wikipedia,629399,"Yep, she told me.  How are you doing?",17,21,15,17,16,AE3D6SE2D8UPQ,A6YO9886DY2SC,A3L8MJ1C4OEDGV,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,0.564369989,17.2,Polite,0.499215061
Wikipedia,619448,Why did you block tanner1996 that is me I was going to choose Nascar1996 but someone else is using that name??????????,8,9,6,6,7,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,-1.981101669,7.2,Rude,0.499685858
Wikipedia,618939,"I'd assume it's a ban on this account, that was used by multiple people.  I don't think you would be blocked because you at one point edited on this account, and as long as you don't use the same IP, I don't think you could be blocked, how whould anyone know?",13,9,10,10,13,A233ONYNWKDIYF,A2QN0EGBRGJU1M,AC25X12LNYY6Y,AMJAP6BGF5LVM,A2NRW37D7QPLRE,-0.687517313,11,Rude,0.499762888
Wikipedia,476109,Why isn't <url> included there? Is it possible there's a redirect in it's place?,9,13,13,13,9,A233ONYNWKDIYF,APDWVWS2HMSFD,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A3IHLWMZNBLUR4,-0.45982706,11.4,Rude,0.500649382
Wikipedia,421423,I saw you changing a block's duration to 99 years. Isn't that as good as indefinite?,14,9,17,9,9,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,ASMS4TMF7H5CR,-0.40643899,11.6,Rude,0.501264892
Wikipedia,257822,Good work maintaining the Tibet page i seems to getting an increasing amount of traffic!!! Is our Chinese friend still persisting?,13,21,24,16,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,1.122941009,18.2,Polite,0.50171933
Wikipedia,52612,"Hi, I wanted to ask what do you follow to create redirects on this <url>??",17,17,13,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,0.562940756,17,Polite,0.501816672
Wikipedia,623841,Then maybe admins should focus on copyright infringements and avoid the leader/educator/cop/parliamentarian roles that they cherish so much.  Could 1000 admins handle this?,10,10,12,4,9,AYG3MF094634L,A1F4D2PZ7NNWTL,A3G7QIYLFOXFG7,AZOAW8JH5HJJK,A1Y3Z92RE62NPS,-1.312195388,9,Rude,0.501916299
Wikipedia,625649,"Alf has a large <url> in Germany.  How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",5,1,3,3,1,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-2.618900003,2.6,Rude,0.50200345
Wikipedia,93609,"Can I you take a look at <url> and <url>? Specifically, look at the formatting of the general reference; is it an acceptable way to present the references?",16,25,17,16,17,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,0.957892082,18.2,Polite,0.502072896
Wikipedia,623739,"I could take a peek, at least.  What problems are you having?",15,17,21,21,19,AS8T4IKYL4V7F,AMJAP6BGF5LVM,A302M81U0HM7RJ,A872FSFU7WV6W,A2WZQ92N4809N1,0.853614039,18.6,Polite,0.50211936
Wikipedia,411117,I'll add that to the others. Will that work?,21,21,24,21,13,A233ONYNWKDIYF,AE3D6SE2D8UPQ,AO5E3LWBYM72K,A3H7G3TQXAYGYD,AZOAW8JH5HJJK,1.234961753,20,Polite,0.502205426
Wikipedia,267842,Probably I would have to do quite a bit of alteration in wording. Is that O.K?,17,17,13,17,21,A16PRU8T6NZLN5,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,AQWC8BPA9JB7T,A1KC138MX47DXA,0.696111901,17,Polite,0.502596701
Wikipedia,438362,"Can you give me a link to ""We Are Defiance"" ? And what do you mean by ""remove"" : 1) moving to the main space or 2) deleting the article ?",9,9,12,16,13,A233ONYNWKDIYF,A6YO9886DY2SC,AYG3MF094634L,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.46126626,11.8,Rude,0.503312008
Wikipedia,135,"I moved '''Engine Arm Aqueduct''' to <url>, because there seemed to be much more content about the canal than the actual <url>. Does that seem reasonable, to you?",17,17,19,25,17,A1T5YMBH35PDBX,AO3XB5I5QNNUI,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.951635476,19,Polite,0.503870195
Wikipedia,153636,"I clearly provided a source that is valid, and yet a couple of hours is a big deal? Is it your way, or the highway?",5,1,9,10,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A14L1L022A4SG7,A3S5L3I8O3Q2G,-1.597341164,7.6,Rude,0.504301067
Wikipedia,204183,I give a glimpse there now and then. What is up?,13,13,9,13,9,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,-0.5144556,11.4,Rude,0.504567596
Wikipedia,492138,"I was going to create the list of tallest buildings in Hartford, when I saw that it had been deleted three years ago by you. I don't understand the reason for deletion; can you clarify why?",25,9,17,16,17,A3L8MJ1C4OEDGV,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,0.652612722,16.8,Polite,0.505083596
Wikipedia,252731,"Hey, can you block this moron from editing the IIHF Page? Or what can i do in such cases?",5,5,2,9,9,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,AD317NO9623GZ,ANVEDG15GV3QE,A3IHLWMZNBLUR4,-1.914914508,6,Rude,0.505830621
Wikipedia,210026,"I'm curious, just for a laugh, what was that reference all about? Something to do with an author with the initials HST?",20,12,21,15,17,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,0.365892597,17,Polite,0.506402569
Wikipedia,590810,"Why the removal of the citation dealing with coriolis?  Was the proof not within the citation, or was the citation not considered primary?",14,5,16,9,12,AYG3MF094634L,A49HPQ9P5AHU4,A1E0EK09CA5OIO,A38WUWONC7EXTO,A2JKFTV0JXWMI6,-0.57148201,11.2,Rude,0.507241926
Wikipedia,379713,Looks like <url> (the one missing the side-chain) is unused and doesn't seem useful (due to that structural flaw). Maybe tag it for deletion?,17,13,25,17,13,A2YFPO0N4GIS25,A34A6MSJTD9A4L,A204JAK7QRDWVM,A1KC138MX47DXA,A13CO3B2BRXQLZ,0.430426529,17,Polite,0.507553247
Wikipedia,485158,"Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?",21,17,24,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,1.225359538,20,Polite,0.508787596
Wikipedia,452850,"Wow, you waited a whole ten minutes. What's the problem?",8,2,4,1,1,ANMGOZ451W9ZN,A22SZHZTF72TRM,AW6UIL04MLQ9N,A3H7G3TQXAYGYD,A117G4HSX1Y0LQ,-2.251219647,3.2,Rude,0.508993946
Wikipedia,573791,It seems <url> has tagged the following baiting articles <url> <url> <url> and <url> with a delete tag out of spite.  It there a  way to remedy this type of poor behaviour ?,17,9,13,9,9,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,-0.436064673,11.4,Rude,0.50968142
Wikipedia,234011,"thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?",21,19,17,13,21,A2ZABRSFZKUOKV,A3L8MJ1C4OEDGV,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A3TFQK7QK8X6LM,0.467711165,18.2,Polite,0.509890266
Wikipedia,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",21,17,18,16,17,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A2UBXHCHM2I6IL,A37ADCYLCSB5O2,A13CO3B2BRXQLZ,0.931780011,17.8,Polite,0.51016334
Wikipedia,73470,The press is calling you bisexual.  Did you know that?,9,9,1,4,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,-1.4574673,7.2,Rude,0.510995266
Wikipedia,580725,"Look dude, <url> was ALSO just deleted. What makes 2005 so special?",5,5,5,9,9,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,-2.088206269,6.6,Rude,0.511459581
Wikipedia,251923,You're a troll. Why not go somewhere else?,4,6,9,5,1,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AYG3MF094634L,A1E0EK09CA5OIO,ABM77ZQWCHPNX,-2.255439315,5,Rude,0.511814448
Wikipedia,157383,"Thanks for that, hopefully I have input this correctly. This page also seems to be flagged due to several issues, surely these can now be removed as the page has proved its worth as much as pages like <url> have?",17,17,9,19,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,0.99653763,16.6,Polite,0.511852951
Wikipedia,609614,Who is this Brit you keep talking about? A past vandal or something?,9,13,13,7,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPK94CUWL45W,-0.77723316,11,Rude,0.51188148
Wikipedia,21669,"Please stop removing properly referenced information that I have added to this article.  This is an article that <b>YOU</b> nominated for deletion, so why are you even editing it?",9,13,11,8,18,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AYG3MF094634L,A3EJ5TT2ZGBIDA,A2BE71BN177IH3,-0.837878871,11.8,Rude,0.5121562
Wikipedia,484833,"ED... They have drugs to fix that now, don't they?",9,13,13,13,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-0.696899217,11.4,Rude,0.513937334
Wikipedia,551325,I just saw that after I left this message to you. By speech marks do you mean quotation marks?,19,21,21,13,17,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.673380226,18.2,Polite,0.513987361
Wikipedia,389476,Thanks! There is yet another at <url>; would you agree it should be closed the same as the others?,21,19,17,19,21,A2UFD1I8ZO1V4G,A2YFPO0N4GIS25,AYG3MF094634L,A38WUWONC7EXTO,A15DM9BMKZZJQ6,1.432922345,19.4,Polite,0.514211074
Wikipedia,226220,Hi Finell: I have filed an RfC at <url>. Could you take a look at this matter and proffer some advice?,21,21,17,13,17,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.844333118,17.8,Polite,0.514282485
Wikipedia,627287,"<url> - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?",13,9,11,10,14,AYG3MF094634L,A49HPQ9P5AHU4,A1E0EK09CA5OIO,A38WUWONC7EXTO,A2JKFTV0JXWMI6,-0.621105166,11.4,Rude,0.514562168
Wikipedia,625283,"So you are still sidestepping the question.  Please answer it directly:  please answer my question, clearly:  are you saying is that you cannot use the wiki to edit cooperatively with other people on the same text, or are you saying that you can use the wiki as it was intended and edit a single text cooperatively?",9,17,17,7,9,A233ONYNWKDIYF,A2X9AEDAHF7O7S,AYG3MF094634L,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-0.463725819,11.8,Rude,0.514935242
Wikipedia,623033,Sounds good to me. Shall we have a straw poll on it?,18,17,20,18,17,A21753FQKCM5DQ,A2YFPO0N4GIS25,A3LXBP8T6JMY9B,A38WUWONC7EXTO,A1DTQSIIYIZL62,0.963335963,18,Polite,0.515229226
Wikipedia,493958,"I have developed a <url> showing the holders of the senior positions in the shadow cabinet since 1945. I thought that it might be of some use somewhere on English wiki, but it doesn't seem to fit with the current schemes for the <url> page, or the <url> page. Any ideas on where the table might go?",17,15,16,21,15,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,0.440500534,16.8,Polite,0.515396094
Wikipedia,453098,"Hey Jondel.  I was wondering,  since Interlingua is basically resurrected Latin, k and w are basically nonexistant in Interlingua, right?",13,13,25,19,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A07479753QYCZ4D30VB72,A29B522D0BX6HN,AIPK94CUWL45W,0.700804463,17.4,Polite,0.516651138
Wikipedia,210820,"Hi Leonard G., I just read through your RFA including your reform proposals. Could you take a look at <url>, a proposal I have developed which would give just the rollback tool to people who request it?",13,21,17,19,17,APDWVWS2HMSFD,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.801808603,17.4,Polite,0.516717395
Wikipedia,234380,"Yes, I do have the Family Guy DVD collection, Volume 1, Seasons 1&2. What's up?",13,8,13,13,11,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-0.341321694,11.6,Rude,0.516825741
Wikipedia,278117,Are u the guy on TV Forum using the same name??,7,13,13,9,13,A3I83CQLOZRO79,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,AIPK94CUWL45W,-0.578837059,11,Rude,0.517368731
Wikipedia,144711,"So I got rid of it. Have a little faith in my good judgment, okay?",5,5,13,17,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A00613921OIEGJA322163,AIPK94CUWL45W,-1.567195207,9.8,Rude,0.517630172
Wikipedia,188936,Sorry to bother you but theres a report on <url> regarding <url> which has been a target for IP vandalism. I'm only asking directly  because the vandalism is continuing and I'm close to not being able to fight it anymore under policy so can I ask if you could please issue the protection and revert the IP's vandalism back to my last revision?,25,21,21,19,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,2.072777808,21.2,Polite,0.517664116
Wikipedia,397055,I noticed your edits and the VfD discussion on the topic. Are you on facebook?,17,17,21,20,13,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,0.451729492,17.6,Polite,0.517974109
Wikipedia,199732,"No more saga! Help me by keeping this page the way it is right now, alright?",9,5,1,18,13,A3S5L3I8O3Q2G,A3HB9PPUZU565U,A1G8ATI1XR2HWT,A2GODV4YZGD8X9,AIPK94CUWL45W,-0.926028867,9.2,Rude,0.517985394
Wikipedia,167118,"Nice addition to the <url> article.  If you have the works from which those thoughts are taken, could you add a citation(s) for them?",21,25,13,22,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,1.567541113,19.6,Polite,0.518600172
Wikipedia,136176,"Hi, I just couldn't understand <url> ! Could you explain,please ?",17,17,21,17,25,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A00613921OIEGJA322163,AIPK94CUWL45W,A19ZT0TQPFA2,1.075604363,19.4,Polite,0.519587721
Wikipedia,448758,Answered at <url>.  Maybe you are not familiar with the expression?,5,13,13,8,13,AD8ZUKPJT9E6,A2UFD1I8ZO1V4G,ATVSN1P3Z1NRY,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,-0.89031893,10.4,Rude,0.519773593
Wikipedia,626876,I've had enough of this. What would you think about filing a RfC?,13,10,7,5,9,AE3D6SE2D8UPQ,A6YO9886DY2SC,A1BJTTNDDFZ3ZP,A1TLLJDX8H4JP1,A13CO3B2BRXQLZ,-0.783876187,8.8,Rude,0.520202359
Wikipedia,624735,"Very well.  However, since the cartoon and Fleewtay version ''don't'' have an article, perhaps they should be mentioned on this page or given articles of their own?",18,17,17,21,11,A2X9AEDAHF7O7S,A3LSDGSZQEK7NF,A34A6MSJTD9A4L,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.047422206,16.8,Polite,0.520404589
Wikipedia,357081,I just logged in for the first time this weekend.  Do you want me to run through or have you already started?,21,18,20,13,19,A233ONYNWKDIYF,A2QN0EGBRGJU1M,A3CA5S8GR8TZ1U,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,0.901971647,18.2,Polite,0.520418234
Wikipedia,55457,"""Hablo ingles?"".  ROFLMAO?",5,13,1,13,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A3GOI327COFGY5,A00613921OIEGJA322163,-1.135082398,10.4,Rude,0.52048254
Wikipedia,483145,Thanks for your comment.  What was done wrong in listing the image for deletion?,17,21,24,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,1.306323559,20,Polite,0.520908022
Wikipedia,628757,"Wait, I thought algorithms were named for <url>???",13,13,13,13,8,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1QV3X9YMQQ3OQ,A2MWGIVIKOXWYM,AEYHIQUDWJ3KV,-0.546641968,12,Rude,0.520916162
Wikipedia,620840,I'm not sure what you mean? Add my interests?,11,8,15,11,10,AAZKHFKG1B8VQ,A1BJTTNDDFZ3ZP,A1E0EK09CA5OIO,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,-0.506600333,11,Rude,0.521067508
Wikipedia,425115,"I'd be glad to help, if you like. How should we divide it, by section or by criteria?",17,18,25,21,19,A233ONYNWKDIYF,A2WKPCZU4U110T,A302M81U0HM7RJ,A2LTFK382VHMWY,AZOAW8JH5HJJK,1.33032065,20,Polite,0.521123372
Wikipedia,27314,"I noticed that you did some work on this article, and would like to expand it to include his recommendation (in ''Can Life Prevail'') that the UN develop hit squads to target large urban population centers (with neutron bombs as I recall), and also the discussion on the 9/11 terrorists being ""superior moral human beings"" for their actions.  Understanding that this is a BLP, that NPOV is important, and that including secondary sources is nearly impossible as they are difficult (at best) to find, what is your feeling on this?",21,21,9,21,23,A1BQCRF5Q76YFY,A6C0ASBUZW3DZ,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,0.989141827,19,Polite,0.521298359
Wikipedia,358187,So you don't like people pointing out the errors you make? Or do you have any actual arguments to counter my post?,5,4,1,8,5,A233ONYNWKDIYF,AW6UIL04MLQ9N,A1BJTTNDDFZ3ZP,A2ULMYRKQMNNFG,A38WUWONC7EXTO,-2.013382974,4.6,Rude,0.521556276
Wikipedia,629913,"Nice work!  Since you dug up some information on Fahnbulleh, I'm curious u2014 do you know what relation he is to Ambassador Henry Fahnbulleh, whom Tubman accused of an attempted coup?",21,21,21,21,25,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,1.5950534,21.8,Polite,0.521918569
Wikipedia,136527,Thanks--can you add the romanization of the Arabic at <url> too? Is it ''jibna baladi''?,21,21,17,17,21,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,1.297724289,19.4,Polite,0.522153128
Wikipedia,418733,Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  Or did you not even bother to research before making such claims?,9,1,10,5,5,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AYG3MF094634L,A1KC138MX47DXA,A1Y3Z92RE62NPS,-2.16494939,6,Rude,0.52231173
Wikipedia,276752,"Should the ""accessdate"" for the articles you found (thanks for that!) be 200''7''?",9,21,15,19,21,A21753FQKCM5DQ,A2YFPO0N4GIS25,A3LXBP8T6JMY9B,A38WUWONC7EXTO,A1DTQSIIYIZL62,0.734407769,17,Polite,0.522783382
Wikipedia,19538,"Hey, thanks for your contributions here :). Would you mind referencing them to conform with wiki-policy?",25,21,21,25,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,2.468366686,22.6,Polite,0.523655885
Wikipedia,170871,<url> is brand new and may need some attention. I thought you might be just the person who can help get that article at least secured against SPOD-attacks?,14,17,17,20,19,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.834700446,17.4,Polite,0.52370442
Wikipedia,525630,"Nice work on <url> - I had been a bit hesitant to put in those other reports, but now it looks great. How did you find out that I created it?",17,18,19,17,17,A233ONYNWKDIYF,AYG3MF094634L,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,1.160329212,17.6,Polite,0.524806343
Wikipedia,629656,Very nice. Did you visit also Romania or not?,13,17,18,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,AYG3MF094634L,A1F4D2PZ7NNWTL,0.832778601,17.2,Polite,0.525106952
Wikipedia,417696,"Without making a comment on the underlying coverage of the site being down, your edit comment <url> indicates a <url> violation.  Under what logic do you propose that you have authority to set policy over the article?",4,1,13,1,1,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3GOI327COFGY5,A2AMGE57IJVSHF,-2.003533726,4,Rude,0.525519266
Wikipedia,99431,Noooo! Can I ask why you think you've lost the enthusiasm?,13,13,8,6,18,A2YFPO0N4GIS25,A3MN5VOZFQPNZF,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,A1Y3Z92RE62NPS,-0.163691722,11.6,Rude,0.525801562
Wikipedia,374536,You have listed it as no source but the author asserts own work. Could you please clarify this?,16,17,21,17,20,AYG3MF094634L,A3KVLFBRO8X2MZ,A2MWGIVIKOXWYM,A2ULMYRKQMNNFG,A302M81U0HM7RJ,0.78323776,18.2,Polite,0.526574476
Wikipedia,134050,See email first. Is this coming from somewhere or something particular?,13,9,13,3,14,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2AMGE57IJVSHF,A3U7P73AIQVS9S,-0.375106781,10.4,Rude,0.526837151
Wikipedia,341719,"Thanks, was getting worried there for a moment. Have you though of asking Outriggr for a hand with <url>?",21,11,21,20,16,AS8T4IKYL4V7F,AMJAP6BGF5LVM,A302M81U0HM7RJ,A872FSFU7WV6W,A2WZQ92N4809N1,0.700903783,17.8,Polite,0.52696023
Wikipedia,178278,Hello. I was wondering if any of the books you have can shed much more light on <url>?,21,17,17,17,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.839498827,17.8,Polite,0.526977943
Wikipedia,224928,Why is your AWB robot changing '''&amp;Oslash;''' to the letter '''xd8'''? I asked you if all computers in the World are set up to read &Oslash; ?,9,9,13,7,8,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,-0.945289155,9.2,Rude,0.527002096
Wikipedia,106347,"in this case the noun has to be capitalised, so ""Erdene Zuu monastery"" would be ""Erdene Zuu Monastery"". And why did you move <url>, what other monastery with this name exists?",13,13,13,9,4,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3GOI327COFGY5,A2GODV4YZGD8X9,A29B522D0BX6HN,-0.7361465,10.4,Rude,0.527149081
Wikipedia,260538,I have absolutely no idea what you are talking about.  Please be more precise?,7,18,10,11,2,A2ZABRSFZKUOKV,A3L8MJ1C4OEDGV,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A3TFQK7QK8X6LM,-0.916107465,9.6,Rude,0.527223784
Wikipedia,289982,"Josiah, believe me, I understand how you feel, and unless you really feel like it, I don't think you should involve yourself in the dispute, because it seems intractable. My question is more a procedural one: if an RfC doesn't generate consensus, and an edit war continues, what's the next step?",22,15,22,13,16,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.39127454,17.6,Polite,0.52794036
Wikipedia,435881,"Why, precisely? And what separates the etiquette of your area of society from our ""conventional etiquette"" speed-developed on the Internet?",9,13,2,10,13,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A3MN5VOZFQPNZF,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.954316065,9.4,Rude,0.528143359
Wikipedia,67375,"Not that this really needs much more discussion but how did the object described as ""creepy"" change from the email in your first sentence to the administrator in the second?  Especially when the original edit stated that the email was creepy, not the administrator?",9,12,9,5,9,A1QV3X9YMQQ3OQ,AYG3MF094634L,A3TFQK7QK8X6LM,AZOAW8JH5HJJK,A1E2GQZEL6QET9,-1.217162035,8.8,Rude,0.528411897
Wikipedia,63048,"After looking through a bunch of those, I think the lead should be formatted like this: a paragraph explaining who he is, a paragraph summarizing his life and career, and a paragraph summarizing why he is so great. What do you think?",19,23,24,15,25,A1486XFUE4FA27,A21753FQKCM5DQ,A1FF4KWG1G44QE,AEYHIQUDWJ3KV,A34ZSF2JSRXIRP,1.317622544,21.2,Polite,0.528508042
